artiste,titre,popularite,score_danse,tempo,genre,duree
Sad Night Dynamite,Krunk - LARRY PINK THE HUMAN Remix,34.0,0.599,100.013,10,250800.0ms
Dylan Scott,My Girl,67.0,0.652,94.969,4,3.294min
Freak Slug,Radio,42.0,0.693,107.949,6,191528.0ms
Reymour,De ma Tour,37.0,0.632,149.967,6,196986.0ms
Kishore Kumar,Hum To Mohabbat Karega,9.0,0.806,103.606,3,3.254min
The Cold Stares,In the Middle,27.0,0.703,90.065,2,214818.0ms
Syl Johnson,Who's Still in Love,9.0,0.749,118.728,2,189093.0ms
Helena Deland,Someone New,45.0,0.535,148.027,1,229502.0ms
Eleine,Mein Herz brennt,44.0,0.546,83.235,8,281373.0ms
Declan McKenna,Brazil,73.0,0.687,121.079,6,252307.0ms
Josh Teskey,Push The Blues Away,51.0,0.538,86.023,2,209619.0ms
Tones And I,Cloudy Day,73.0,0.705,116.011,9,3.0884min
Pavement,Gold Soundz,53.0,0.448,126.459,6,159707.0ms
LASTMONDAY,Freestyle Cruda,29.0,0.636,184.05,9,149348.0ms
TV On The Radio,Wolf Like Me,59.0,0.346,175.986,1,277467.0ms
Ali Handal,Shut Your Mouth and Do Something,31.0,0.611,119.995,2,200449.0ms
Wetter,Love Is All Around,36.0,0.547,80.943,10,265265.0ms
Giraffes? Giraffes!,At the Turf Field Behind My Parents' House,37.0,0.563,80.002,10,273782.0ms
Morray,Trenches,58.0,0.644,161.796,5,193200.0ms
–∏—Å—Ç–æ—á–Ω–∏–∫,—Å—Ç—Ä–∞—Ö,40.0,0.379,105.584,6,203333.0ms
TOOL,Fear Inoculum,62.0,0.31,86.913,8,620101.0ms
Tesher,Jalebi Baby,77.0,0.68,93.037,9,189375.0ms
UniBe@t,Expectations,17.0,0.77,113.974,6,271579.0ms
Guns N' Roses,Nightrain,61.0,0.4,149.412,10,266173.0ms
U2,Stuck In A Moment You Can't Get Out Of,64.0,0.526,158.493,10,273467.0ms
blink-182,Darkside,62.0,0.497,155.11,10,180960.0ms
Mac Curtis,That Ain't Nothin' but Right,23.0,0.691,94.989,10,134493.0ms
luxury elite,Strut (Áå´ „Ç∑ Corp. Remix),38.0,0.582,92.946,6,145087.0ms
Down for Tomorrow,Trouble Prone,28.0,0.471,138.025,10,149629.0ms
Mickey Lamantia,Honky Tonk Confessions,44.0,0.671,111.967,10,228853.0ms
Omer Adam,◊ë◊ï◊ß◊®◊©◊ò,37.0,0.653,129.96,9,227840.0ms
Samia,Big Wheel,58.0,0.553,94.96,6,195773.0ms
"Udit Narayan, Sadhana Sargam",Pehla Nasha,55.0,0.458,151.986,3,4.856666667min
ZZ Top,Cheap Sunglasses,48.0,0.617,93.853,10,288400.0ms
Queensr√øche,Silent Lucidity - Remastered 2003,63.0,0.462,140.049,8,347760.0ms
Young Stoner Life,Ski,82.0,0.953,123.016,5,152333.0ms
Curley Weaver,You Was Born To Die,37.0,0.564,103.355,2,171546.0ms
Talking Heads,Once in a Lifetime - 2005 Remaster,70.0,0.644,117.459,6,259907.0ms
Fuel,Hemorrhage (In My Hands),48.0,0.313,152.034,10,236867.0ms
Eric B. & Rakim,Paid In Full,50.0,0.902,98.944,5,228267.0ms
bonsi,Mouth of Shame,32.0,0.468,115.083,1,221217.0ms
SID,Â£∞Ëâ≤,37.0,0.408,74.783,10,303667.0ms
Van Halen,Jump - 2015 Remaster,78.0,0.572,129.981,10,4.02666667min
Prince Rapid,Gladiator - Instrumental,9.0,0.78,137.056,5,198000.0ms
Aura Blum,Dolor,29.0,0.533,103.055,6,196408.0ms
WSTR,Filthy,51.0,0.614,117.98,10,187207.0ms
Aviv Geffen,◊í◊©◊ù ◊õ◊ë◊ì ◊¢◊ï◊û◊ì ◊ú◊ô◊§◊ï◊ú,34.0,0.263,126.388,10,242693.0ms
Langston Hughes,Dreams,8.0,0.745,88.247,5,57443.0ms
From Sorrow To Serenity,Reclaim,30.0,0.503,106.015,8,196320.0ms
MC Lyte,Poor Georgie,44.0,0.837,95.565,5,270093.0ms
Songhoy Blues,Soubour,43.0,0.62,101.872,2,212307.0ms
Dustin Tebbutt,Love Is Blind,34.0,0.571,77.954,0,3.88453333min
The Smashing Pumpkins,Farewell And Goodnight - Remastered 2012,43.0,0.648,140.062,10,264240.0ms
U2,Red Hill Mining Town - Remastered 2007,43.0,0.337,69.129,10,292867.0ms
American Authors,Luck,53.0,0.554,144.923,10,220693.0ms
Kali,Do A Bitch (Remix) [feat. Rico Nasty],64.0,0.874,111.999,5,198951.0ms
boy-ish,time again,23.0,0.875,131.972,6,150828.0ms
Jason Aldean,Amarillo Sky,60.0,0.491,154.988,4,3.375783333min
fanclubwallet,Bike Song,31.0,0.821,107.006,6,144667.0ms
Biddu,Baat Ban Jaye - Qurbani / Soundtrack Version,26.0,0.689,108.811,3,3.25645min
Jme,96 Bars of Revenge,42.0,0.566,93.164,5,224213.0ms
The Smashing Pumpkins,Landslide,59.0,0.422,111.549,10,190587.0ms
Neumatic Parlo,Real Insight,21.0,0.397,147.017,10,202953.0ms
Nick Lowe,Cruel To Be Kind,57.0,0.694,131.679,10,210131.0ms
Fantastic Negrito,Chocolate Samurai,46.0,0.739,128.26,10,295839.0ms
Alessia Cara,Sweet Dream,71.0,0.76,123.064,9,3.03136667min
Northlane,Clockwork,60.0,0.48,136.123,8,238373.0ms
Mahendra Kapoor,Jai Janani Jai Bharat Maa,1.0,0.571,82.565,3,3.34min
"Pritam, Arijit Singh, Antara Mitra, Nikhil D'Souza",Dil Hi Toh Hai,55.0,0.482,90.196,3,4.674933333min
Mohammed Rafi,Chahoonga Main Tujhe,25.0,0.352,77.039,3,4.908216667min
Icewear Vezzo,Up The Sco (feat. Lil Durk),58.0,0.828,78.477,5,165121.0ms
Tame Impala,Remember Me,52.0,0.631,107.008,10,261040.0ms
The Isley Brothers,That Lady - Live,22.0,0.465,142.687,10,216907.0ms
Robert Plant,Big Log - 2006 Remaster,59.0,0.554,180.638,10,5.08min
Mos Def,Ms. Fat Booty,69.0,0.782,90.438,5,223547.0ms
Sonna,Something's Gotta Give,31.0,0.666,84.903,5,140965.0ms
Glen Hansard,Wedding Ring,41.0,0.481,148.504,0,4.78888333min
Hyro The Hero,Bullet,51.0,0.59,110.027,8,173733.0ms
Faith Hill,Cry,47.0,0.512,111.015,4,3.771783333min
R.E.M.,Losing My Religion,82.0,0.666,125.639,10,268427.0ms
Sorry,Starstruck - Single Version,53.0,0.608,124.504,1,204080.0ms
WHOKILLEDXIX,spy?,77.0,0.87,100.041,9,2.565366667min
The Orwells,Who Needs You,42.0,0.3,207.92,6,199147.0ms
James Smith,I Don't Wanna Know,44.0,0.254,165.336,9,208954.0ms
Mark Morton,All I Had To Lose (feat. Mark Morales),45.0,0.328,149.444,10,195700.0ms
Audioslave,Cochise,67.0,0.452,80.473,10,222027.0ms
Girlhood,It Might Take A Woman,49.0,0.59,102.972,6,190960.0ms
Sticky,Booo! (feat. Ms Dynamite) - Original Dirty Mix,46.0,0.6,131.582,5,327293.0ms
Mr Eazi,The Don,55.0,0.637,66.743,9,168896.0ms
Processor,Royal Leash,47.0,0.6,118.023,8,223729.0ms
Glass Heart,Loved & Lost,10.0,0.499,110.019,8,244500.0ms
Leah Nobel,Over the Moon,39.0,0.641,76.01,9,208882.0ms
Flyleaf,All Around Me,53.0,0.472,146.929,10,198467.0ms
Dan Mangan,Fool For Waiting,45.0,0.325,92.08,0,4.05333333min
Jammz,The World,14.0,0.856,143.002,5,229700.0ms
Gary Moore,Cold Wind Blows,11.0,0.608,97.884,2,329733.0ms
Abbath,Winter Bane,39.0,0.471,141.969,8,409840.0ms
Daniel Lee,Huckleberry,44.0,0.442,84.944,10,230412.0ms
Rush,What You're Doing,37.0,0.436,99.106,10,262107.0ms
Whitney Houston,Greatest Love of All - Live from That's What Friends Are For: Arista Records 15th Anniversary Concert,36.0,0.321,112.01,9,6.838min
Ali Gatie,Sunrise,55.0,0.684,99.991,9,184710.0ms
Omer Adam,◊†◊©◊ë◊¢◊™◊ô ◊ú◊¢◊ï◊ú◊ù,27.0,0.447,145.014,9,295093.0ms
Chelsea Cutler,Walking Away,69.0,0.551,97.216,9,2.93953333min
The Animals,House of the Rising Sun,74.0,0.316,117.363,6,269907.0ms
New Order,Blue Monday - 2016 Remaster,67.0,0.793,130.27,6,450800.0ms
Blind Faith,Can't Find My Way Home,34.0,0.32,87.618,6,373893.0ms
Hiatus Kaiyote,Get Sun (feat. Arthur Verocai) - Pocket Size Radio Edit,55.0,0.311,90.713,1,280375.0ms
BONES UK,Pretty Waste,51.0,0.66,94.014,10,170500.0ms
Eddie Burns,You Got To Love Me With A Feeling,5.0,0.49,185.73,2,336040.0ms
Sonny Boy Williamson I,Got The Bottle Up And Gone,35.0,0.612,172.444,2,153260.0ms
The Chemical Brothers,Block Rockin' Beats,4.0,0.558,109.372,6,313667.0ms
Apoorva Krishna,Valencia,13.0,0.61,99.975,6,294999.0ms
CLOVES,Better Now - Acoustic,45.0,0.741,100.491,9,234551.0ms
Dani de Morón,Creer Para Ver,41.0,0.4,79.115,7,5.96645min
The Searchers,Needles and Pins - Mono,57.0,0.565,124.287,10,131360.0ms
REINDIER,You Took It All,20.0,0.509,111.002,9,181127.0ms
Judas Priest,Lightning Strike,54.0,0.521,112.507,8,209453.0ms
Sam Hunt,Break Up In A Small Town,68.0,0.579,136.044,4,3.831333333min
Daya,Montana,39.0,0.602,137.743,9,203869.0ms
Rasmus Jenzen,The Well,46.0,0.619,106.717,7,1.75025min
Moon Fever,Cocaine,45.0,0.48,141.063,8,143400.0ms
Deathbeds AU,A Night in Hell,32.0,0.396,161.021,8,212143.0ms
The Stranglers,No More Heroes - 1996 Remaster,52.0,0.293,150.994,10,207440.0ms
Muddy Waters,I'm Your Hoochie Coochie Man,3.0,0.469,71.683,2,172373.0ms
SMOKIN‚ÄôtheJAZZ,Look up at the sky,36.0,0.699,110.974,9,277951.0ms
Noel Gallagher's High Flying Birds,AKA... What A Life!,40.0,0.447,119.034,6,264480.0ms
The Heavy,Short Change Hero,60.0,0.68,105.981,9,322267.0ms
Nekromantheon,Thanatos,16.0,0.0646,204.316,8,214544.0ms
Blue Öyster Cult,(Don't Fear) The Reaper,75.0,0.333,141.466,10,5.13533333min
Richard Thompson,1952 Vincent Black Lightning,56.0,0.488,120.63,0,4.72488333min
YBN Almighty Jay,Bring Out The Hoochies,51.0,0.768,116.98,5,150976.0ms
La La Lars,Pour Qui Pourquoi,34.0,0.29,89.848,7,4.814666667min
Scotty McCreery,This Is It,1.0,0.557,156.042,4,3.84955min
Fickle Friends,IRL,46.0,0.666,101.972,9,204065.0ms
Saves The Day,Shoulder to the Wheel,45.0,0.35,190.501,10,199573.0ms
Gaffa Tape Sandy,Kill the Chord,34.0,0.358,156.873,10,205400.0ms
TV On The Radio,Golden Age,30.0,0.71,110.051,6,251893.0ms
The Cars,Magic,49.0,0.683,118.032,10,3.95155min
Osi And The Jupiter,Baldur,46.0,0.104,90.265,8,395337.0ms
The Surfaris,Wipe Out,45.0,0.461,160.073,10,166092.0ms
Johnny Duncan,Thinkin' of a Rendezvous - Single Version,45.0,0.674,127.313,4,3.379783333min
Dimmu Borgir,The Serpentine Offering,45.0,0.135,154.486,8,309213.0ms
Climax Blues Band,"Hey Baby, Everything's Gonna Be Alright, Yeh Yeh Yeh",31.0,0.462,133.131,2,266120.0ms
Beastie Boys,Fight For Your Right,70.0,0.503,133.615,10,208653.0ms
Elmore James,The Sky Is Crying,53.0,0.294,178.191,2,166400.0ms
Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",79.0,0.539,163.924,5,214693.0ms
Phani Narayana,Cheri Yasodaku,15.0,0.607,151.986,6,320993.0ms
Loverboy,Working for the Weekend,68.0,0.515,146.911,10,221000.0ms
Sonny Landreth,Soul Salvation - Live,27.0,0.561,132.041,2,272160.0ms
Nirvana,Polly,62.0,0.83,121.12,10,173853.0ms
Atmosphere,God's Bathroom Floor,53.0,0.596,81.846,5,238800.0ms
Fishbone,Bonin' In the Boneyard,40.0,0.663,130.404,10,284627.0ms
Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",90.0,0.883,141.02,5,278085.0ms
Thyla,Blue,23.0,0.566,120.952,10,180224.0ms
Hobosexual,Trans Am Sunday,24.0,0.326,128.696,10,353583.0ms
Keane,Somewhere Only We Know,77.0,0.448,172.004,10,237147.0ms
Marina Maximilian,Tango,36.0,0.572,140.005,9,250018.0ms
Aviana,Heavy Feather - Instrumental,27.0,0.22,199.996,8,271333.0ms
Danny Bassan,◊ú◊ô◊ú◊î,17.0,0.473,98.248,10,267211.0ms
Bryan Adams,I Thought I'd Seen Everything,32.0,0.537,130.365,10,306547.0ms
THE DRIVER ERA,Feel You Now,50.0,0.535,180.077,10,258477.0ms
"Peter, Paul and Mary","Puff, the Magic Dragon",57.0,0.507,144.226,10,206867.0ms
Runtown,Kini Issue,44.0,0.802,101.029,9,194952.0ms
Arik Einstein,◊ê◊î◊ë◊î ◊û◊û◊ë◊ò ◊®◊ê◊©◊ï◊ü,41.0,0.589,103.586,10,200827.0ms
Billy Strings,Away From The Mire,53.0,0.379,143.207,1,463653.0ms
Wolf Alice,Giant Peach,49.0,0.503,140.902,10,275493.0ms
BlabberMouf,Put in Work,40.0,0.908,94.99,5,212211.0ms
The Rolling Stones,All The Rage,41.0,0.544,133.026,10,251173.0ms
Aviana,Oblivion,47.0,0.26,116.259,8,248226.0ms
The Replacements,Bastards of Young - 2008 Remaster,51.0,0.438,143.101,10,218067.0ms
The Offspring,Original Prankster,63.0,0.664,146.804,10,220947.0ms
Avenged Sevenfold,Bat Country,69.0,0.541,125.04,10,311813.0ms
The Verve,The Drugs Don't Work,64.0,0.442,77.437,10,304880.0ms
Hoobastank,Crawling In The Dark,66.0,0.57,93.54,8,175227.0ms
Death From Above 1979,Freeze Me,60.0,0.511,130.029,1,198081.0ms
Opeth,Harvest,44.0,0.501,62.509,8,361467.0ms
Chattanooga Trio,Jazzanooga,52.0,0.588,99.929,7,2.792833333min
The dB's,Black And White,35.0,0.299,174.192,10,189093.0ms
Kendra Collins Band,Pure Imagination,51.0,0.483,139.348,7,5.2579min
Nectar,Birthday,24.0,0.467,109.953,10,242116.0ms
SAULT,Why Why Why Why Why,59.0,0.805,114.762,6,238679.0ms
Mouth Culture,ihatesadsongs,34.0,0.651,117.079,10,159000.0ms
The Telescopes,The Perfect Needle,31.0,0.278,95.514,10,208040.0ms
Alice In Chains,Check My Brain,59.0,0.441,113.989,8,237907.0ms
The All-American Rejects,"Swing, Swing",68.0,0.553,127.947,10,233267.0ms
Pillow Queens,Liffey,45.0,0.319,97.959,6,259218.0ms
TOOL,Stinkfist,66.0,0.286,171.441,8,312120.0ms
Backstreet Boys,Everything But Mine,31.0,0.58,129.908,9,4.11445min
Inner Wave,Mushroom,51.0,0.703,100.909,6,166229.0ms
Heaven Shall Burn,Thoughts and Prayers,38.0,0.17,162.782,8,298429.0ms
Willie Dixon,The Little Red Rooster,35.0,0.477,122.589,2,215203.0ms
Kings of Leon,The Bucket,58.0,0.494,140.034,10,175547.0ms
The Hives,Walk Idiot Walk,58.0,0.623,146.318,10,211813.0ms
Arca,Watch,45.0,0.669,150.043,6,148577.0ms
Amitabh Bachchan,Rang Barse Bheege Chunarwali,37.0,0.656,120.608,3,6.10445min
Christina Perri,A Thousand Years,68.0,0.423,139.048,9,285120.0ms
Strapping Young Lad,Love?,51.0,0.412,142.536,8,293347.0ms
Julia Michaels,Love Is Weird,70.0,0.536,112.807,9,150394.0ms
The Gathering,Strange Machines,43.0,0.228,130.566,8,364693.0ms
Trushinitas,By the River,37.0,0.695,85.206,6,146270.0ms
Idan Amedi,◊ñ◊ï◊õ◊® ◊õ◊û◊¢◊ò ◊î◊õ◊ú,39.0,0.491,80.913,9,209817.0ms
Grimes,Violence - REZZ Remix,59.0,0.596,99.951,10,195300.0ms
Hundredth,Youth,43.0,0.442,89.986,1,210480.0ms
Sarah de Warren,Flow (Acoustic Version),41.0,0.748,100.016,9,191000.0ms
Michael Soriano Trio,Send In the Clowns,47.0,0.408,151.622,7,3.449383333min
Just Geo,iBunk,8.0,0.74,140.012,5,182179.0ms
COUNTERFEIT.,Getting Over It,29.0,0.406,168.068,10,157694.0ms
Spin Doctors,Two Princes,71.0,0.543,103.731,9,256733.0ms
Harlott,As We Breach,24.0,0.34,100.093,8,292147.0ms
Biig Piig,Feels Right,65.0,0.811,121.058,6,199006.0ms
Asha Bhosle,Jeene Ke Bahane Lakhon Hain,27.0,0.636,123.611,3,6.019783333min
Buffalo Fuzz,My Cosmic Love,23.0,0.411,79.081,8,285677.0ms
Slow Pulp,Steel Birds,39.0,0.581,140.062,10,203500.0ms
Nothing But Thieves,Sorry - Acoustic,52.0,0.672,127.912,10,214413.0ms
Coldplay,Magic,73.0,0.738,93.457,10,285014.0ms
DIAMANTE,Serves You Right,43.0,0.517,141.008,8,214321.0ms
Lata Mangeshkar,Aji Rooth Kar Ab Kahan Jaiyega,12.0,0.428,125.296,3,5.0696min
Cut out Club,We Are the Ghosts,9.0,0.388,166.216,6,192493.0ms
Emily Wolfe,Atta Blues,38.0,0.44,144.039,10,208173.0ms
Johnny Cosmic,Kingdom (with The Movement),47.0,0.742,74.004,10,282323.0ms
Bon Jovi,Bad Medicine,69.0,0.555,118.642,10,316707.0ms
VVV [Trippin'you],Invierno Nuclear,37.0,0.532,139.997,6,274000.0ms
The Record Company,I Wanna Get High,42.0,0.494,78.028,10,233077.0ms
To Kill Achilles,fourpercent,36.0,0.309,197.044,8,174004.0ms
Billy Branch,Nobody But You,24.0,0.567,147.923,2,187187.0ms
◊ú◊ô◊ú ◊ê◊® ◊§◊ô ◊í'◊ô,◊§◊ß◊°◊° ◊ê◊ï◊™◊ô ◊ô◊ê ◊û◊†◊ô◊ê◊ß ◊¢◊ù ◊ë◊ô◊ò◊ï◊ü,9.0,0.814,87.451,5,157889.0ms
The Offspring,Self Esteem,75.0,0.488,104.56,10,257827.0ms
Patti Smith,People Have the Power,51.0,0.622,130.255,1,310400.0ms
Adi Rennert,◊°◊ô◊ò◊ï◊ê◊¶◊ô◊î,15.0,0.596,105.99,10,267560.0ms
Jordana,I Guess This is Life,41.0,0.639,92.018,1,211630.0ms
Shalom Hanoch,◊õ◊ì◊ô ◊ú◊ó◊ô◊ï◊™,18.0,0.732,102.233,10,374733.0ms
"Hank Williams, Jr.",All My Rowdy Friends Are Coming Over Tonight,49.0,0.607,146.831,4,2.980666667min
Hanni El Khatib,You Rascal You,41.0,0.604,84.691,9,141093.0ms
Bryan Adams,Heaven,76.0,0.382,140.059,10,243360.0ms
Prithviraj Kapoor,Agar Aisa Na Hua Toh Salim Tujhe Marne Nahin Dega - Dialogues,1.0,0.597,125.608,3,0.533916667min
Jamiroquai,Virtual Insanity - Remastered,70.0,0.662,91.954,10,229360.0ms
Nadia Reid,All of My Love,33.0,0.515,115.72,1,247041.0ms
Heretical Sect,The Depths of Weeping Infinity,18.0,0.0814,83.631,8,277383.0ms
Kate Bush,Wuthering Heights,69.0,0.481,124.572,6,269067.0ms
Shlomo Artzi,◊õ◊®◊ò◊ô◊° ◊ú◊ú◊ï◊†◊î ◊§◊ê◊®◊ß,23.0,0.61,122.549,10,454240.0ms
Jesse Cook,Canción Triste,49.0,0.655,138.02,7,5.03045min
False Advertising,You Won't Feel Love,6.0,0.495,144.072,10,226587.0ms
little hurricane,Sun Sets West,33.0,0.439,112.726,10,148800.0ms
"Charles Gounod, Yo-Yo Ma",Ave Maria,59.0,0.132,81.616,7,2.721116667min
Patti Smith,People Have the Power,51.0,0.622,130.255,6,310400.0ms
Fun Lovin' Criminals,Scooby Snacks,57.0,0.76,104.61,10,184000.0ms
John Diva & the Rockets of Love,American Amadeus,29.0,0.446,169.998,8,240840.0ms
Hole,Doll Parts,61.0,0.245,204.824,10,211960.0ms
Les Sexareenos,(Oh Mom) Teach Me How to Uncle Willy,10.0,0.34,205.773,2,154387.0ms
The Seeds,It's A Hard Life,20.0,0.679,102.357,2,160496.0ms
Babyface Ray,Allowance (feat. Kash Doll),51.0,0.77,101.501,5,143480.0ms
Allison Ponthier,Harshest Critic,45.0,0.542,101.022,9,196211.0ms
Devin Townsend,Genesis,41.0,0.536,128.04,8,365861.0ms
Remi Wolf,Hello Hello Hello,54.0,0.736,86.531,6,172023.0ms
Peled,◊©◊®◊©◊®◊ô◊ù,26.0,0.643,150.003,5,174523.0ms
HAIM,The Wire,61.0,0.548,113.682,6,245800.0ms
Carrie Underwood,Before He Cheats,75.0,0.519,147.905,4,3.33245min
ED.,Sonic Boom,32.0,0.899,115.009,6,219136.0ms
"Nazia Hassan, Feroz Khan",Aap Jaisa Koi - Qurbani / Soundtrack Version,45.0,0.712,108.363,3,4.151783333min
Marina Maximilian,◊™◊†◊ô ◊ú◊ï ◊ú◊®◊ê◊ï◊™,26.0,0.489,75.308,9,235000.0ms
bl00dwave,Pink Skies,25.0,0.717,99.998,6,158400.0ms
HUNNY,Xbox Luvr,52.0,0.693,108.018,10,176708.0ms
Aaron Aye,Potion,26.0,0.396,70.551,9,170164.0ms
renforshort,"fuck, i luv my friends",3.0,0.443,168.099,9,163852.0ms
Briston Maroney,Bottle Rocket,54.0,0.583,127.034,10,190360.0ms
Tee Grizzley,White Lows Off Designer (feat. Lil Durk),68.0,0.747,127.981,5,175031.0ms
DMX,X Gon' Give It To Ya,78.0,0.761,95.027,5,217587.0ms
Plainride,Devil At Your Heels,35.0,0.478,139.995,8,389547.0ms
Like A Storm,Teardrop,42.0,0.445,75.983,10,238613.0ms
"Arijit Singh, Parampara Tandon",Pal Pal Dil Ke Paas- Title Track,54.0,0.56,123.991,3,4.241933333min
Anz,Unravel in the Designated Zone,41.0,0.733,130.005,6,288000.0ms
Bile,In League,36.0,0.497,139.915,8,292037.0ms
Maisie Peters,"I'll Be There For You - Recorded at Metropolis Studios, London",53.0,0.528,78.245,0,2.81331667min
Emma Hoet,jeunesse exemplaire,37.0,0.715,117.023,6,228813.0ms
Quaker City Night Hawks,Suit in the Back,38.0,0.744,104.035,2,173253.0ms
The Clovers,"Hey, Miss Fannie - 2007 Remaster",35.0,0.613,165.259,2,146000.0ms
Son House,Death Letter Blues,45.0,0.803,115.685,2,259160.0ms
Black Rebel Motorcycle Club,Spread Your Love,61.0,0.415,128.216,10,225333.0ms
Cian Ducrot,Know Me Again (with Cate),54.0,0.558,133.959,9,255255.0ms
Lita Ford,Kiss Me Deadly,57.0,0.468,156.103,10,241800.0ms
LOKI,Gonz√°lez,33.0,0.52,140.008,6,238000.0ms
Miley Cyrus,Midnight Sky,79.0,0.705,110.0,10,223279.0ms
'68,Bad Bite,36.0,0.558,167.984,1,190031.0ms
Mickey Hawks,Bip Bop Boom,32.0,0.421,88.387,10,96227.0ms
◊ê◊ë◊ô◊ë ◊û◊ê◊®◊ß,◊ú◊ô◊ú◊î ◊©◊ú ◊®◊ï◊ß ◊ò◊ô◊§◊™◊ô,4.0,0.4,184.475,6,183164.0ms
Jessy Martens and Band,Stronger,35.0,0.718,97.027,2,230467.0ms
Volumes,holywater,42.0,0.503,139.965,8,164571.0ms
Fredo Bang,Top (Remix) feat. Lil Durk,70.0,0.537,98.642,5,158427.0ms
Gretchen Wilson,Here for the Party,65.0,0.656,123.988,4,3.279333333min
John Cooper Clarke,(I Married a) Monster from Outer Space,31.0,0.562,132.495,6,211560.0ms
Alabama,High Cotton,55.0,0.661,91.11,4,3.005333333min
Megadeth,Symphony Of Destruction,72.0,0.61,139.903,8,246733.0ms
Bobby Timmons Trio,They Didn't Believe Me,39.0,0.518,95.735,7,6.78845min
Earl Hooker,You Don't Want Me,49.0,0.593,113.001,2,316667.0ms
Highly Suspect,Little One,47.0,0.474,139.889,1,241667.0ms
Amy Macdonald,This Is The Life,72.0,0.628,95.083,9,184413.0ms
King Calaway,World For Two,53.0,0.677,96.947,4,3.094min
cleopatrick,hometown,63.0,0.315,139.161,10,256072.0ms
Of Monsters and Men,Sloom,46.0,0.479,89.779,10,283947.0ms
Dave Edmunds,King Of Love,28.0,0.388,173.636,10,191320.0ms
BLOXX,Coming Up Short,46.0,0.53,150.988,1,195534.0ms
Masked Wolf,Astronaut In The Ocean,16.0,0.778,149.996,9,2.213min
STACEY,Strange (But I Like It),3.0,0.605,122.009,1,224801.0ms
Kyuss,Son of a Bitch,34.0,0.456,101.023,8,363307.0ms
Omer Adam,◊©◊ß◊ò,37.0,0.581,139.59,9,205773.0ms
Joanne Shaw Taylor,Creepin',27.0,0.427,135.208,2,221430.0ms
Minutemen,Corona,54.0,0.47,130.425,1,145533.0ms
fern,Wasting Time,38.0,0.542,172.511,6,144706.0ms
Luke Combs,Cold As You,70.0,0.598,144.04,4,3.101783333min
Sonder,Nobody But You,73.0,0.637,83.872,6,213214.0ms
Biffy Clyro,End Of,42.0,0.474,168.148,6,277427.0ms
The Only Ones,"Another Girl, Another Planet - 2008 re-mastered version",51.0,0.325,156.507,10,181173.0ms
The Vintage Caravan,Whispers,32.0,0.259,149.351,8,224956.0ms
Pepper,Warning (feat. Stick Figure),51.0,0.801,76.022,10,232160.0ms
Machine Gun Kelly,DAYWALKER! (feat. CORPSE),79.0,0.632,88.972,10,137747.0ms
Sepultura,Orgasmatron,49.0,0.495,138.217,8,254387.0ms
Belle Mt.,Famous Son,36.0,0.72,118.063,10,180561.0ms
From Sorrow To Serenity,Red Mist,27.0,0.282,177.097,8,224383.0ms
Built To Spill,Mountain Top,29.0,0.503,142.856,6,125765.0ms
Svalbard,Listen to Someone,38.0,0.225,128.574,8,310547.0ms
–ì—Ä—É–ø–ø–∞ –•–º—É—Ä—ã–π,–†–æ–¥–∏–Ω–∞,29.0,0.539,139.967,6,261536.0ms
Lil Zay Osama,61st to 64th,56.0,0.843,73.063,5,121853.0ms
Fontaines D.C.,I Don't Belong,50.0,0.657,112.045,6,271107.0ms
Bryce Janey,Funky Guitar Blues,43.0,0.563,114.894,2,261627.0ms
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,66.0,0.894,102.009,5,236507.0ms
OurR,MUNG,36.0,0.562,120.026,10,299000.0ms
The Shelters,Rebel Heart,49.0,0.392,169.123,10,238924.0ms
Aretha Franklin,I Get High,34.0,0.444,95.373,5,251827.0ms
Casper The Ghost,Again,54.0,0.572,148.052,10,158973.0ms
Alaska Reid,Oblivion,32.0,0.522,74.914,6,251579.0ms
MISSIO,Sing To Me,64.0,0.55,142.041,10,189920.0ms
SAINt JHN,Roses - Imanbek Remix,47.0,0.784,121.966,9,176219.0ms
Bettye LaVette,Blues For The Weepers,33.0,0.617,145.035,2,226027.0ms
Big Brother & The Holding Company,Ball and Chain,53.0,0.398,81.045,10,567973.0ms
Kishore Kumar,Tu Rutha Dil Tuta - Yaarana / Soundtrack Version,23.0,0.237,87.352,3,3.08755min
The Cure,Fascination Street - Remastered,52.0,0.506,100.101,10,315187.0ms
John Mayer,Waiting On the World to Change,73.0,0.578,176.739,10,201173.0ms
blond,Les bonnes mani√®res,37.0,0.762,167.033,6,178973.0ms
Shed Seven,Chasing Rainbows,54.0,0.202,100.625,6,265133.0ms
Everything Everything,No Reptiles,49.0,0.631,154.935,6,282853.0ms
"Langhorne Slim, Jill Andrews",Sea Of Love,54.0,0.538,118.382,0,3.38651667min
Black Honey,Beaches,40.0,0.594,83.522,1,180356.0ms
Heathen,Empire of the Blind,40.0,0.474,105.018,8,351613.0ms
KISS,Psycho Circus,49.0,0.556,121.48,8,330360.0ms
Golden Vessel,Hesitate,59.0,0.406,122.773,6,251279.0ms
